class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
1,0.15531842,0,0.18076765,0.022031975,0.184674328,-0.056835487,0.19874419,-0.075103996,0.203714087,-0.122512003,0.198972188,-0.117108905,0.190899465,-0.151284152,0.180482675,-0.186869906,0.180323295,-0.196540939,0.142089526,-0.200679998,0.14890624,-0.216309126,0.131518835,-0.22296851,0.116988804,-0.254954364,0.092607613,-0.229161413,0.085867021,-0.241578896,0.067775912,-0.254794164,0.053700334,-0.279482539
-1,0.121187904,0,0.141044781,-0.140029998,0.144092984,-0.241168956,0.155071059,-0.214495734,0.158948843,0.080311849,0.155248955,-0.090866492,0.154782376,0.227551659,0.155242946,-0.247057788,0.157680232,-0.067718108,0.158661055,-0.206429427,0.164462836,0.221142793,0.162676827,0.215996466,0.16338992,-0.09126,0.153052279,-0.129700251,0.166236095,-0.22526804,0.170610608,-0.223142453,0.182213219,-0.244585481
1,0.175073383,0,0.203759503,-0.060885829,0.208163072,-0.035429131,0.224020241,-0.047090942,0.229624499,-0.061754335,0.210946063,-0.112217284,0.214068665,-0.097912573,0.210184348,-0.122820062,0.215231368,-0.093669331,0.20660189,-0.138223164,0.204429785,-0.151136106,0.195027839,-0.159825868,0.198462663,-0.151987331,0.168535886,-0.17430596,0.157835089,-0.223877781,0.169360494,-0.208042387,0.17038298,-0.237535648
-1,0.149434964,0,0.173920178,-0.276158701,0.177678871,0.06625666,0.163474184,-0.105521502,0.195997404,-0.033058748,0.191435129,0.095772854,0.190859797,0.021807493,0.191427719,-0.044986662,0.1944331,-0.284466071,0.195642538,-0.271952683,0.125391182,0.043092856,0.200594325,0.16606155,0.201473629,-0.046820163,0.188726441,0.091567073,0.204983205,-0.184703442,0.21037735,0.243312799,0.224684353,-0.056778207
1,0.174159071,0,0.202695379,0.027395855,0.20707595,0.011853165,0.222852535,-0.017148042,0.228425296,0.027929062,0.22310819,0.062406913,0.222437669,0.066475481,0.223099554,0.04539271,0.226602177,0.035013006,0.228011718,0.085851549,0.236349454,0.142242799,0.23378278,0.129595509,0.234807566,0.064256552,0.219951348,0.109149847,0.228393467,0.157466764,0.245184413,0.104194663,0.261858519,0.16418972
-1,0.177171432,0,0.105022457,-0.354964949,0.210657661,0.094166666,-0.007980091,-0.313583413,0.232376279,-0.324191462,0.099150623,-0.323069263,0,0,-0.226958419,-0.123760971,-0.086862854,0.01221913,0.231955546,-0.322429538,0,0,0,0,-0.038823369,0.300967417,0.08894739,0.080086327,0,0,0.249425271,0.075644946,0,0
1,0.209863684,0,0.243383174,0.028932749,0.249528901,-0.005161999,0.26266153,0.009278742,0.26455319,0.008878365,0.266896098,0.029879893,0.239421323,0.040769041,0.253277211,0.022542639,0.242500282,0.044424273,0.236576545,0.032963972,0.232493894,0.045303896,0.235701908,0.05401968,0.230117003,0.051838946,0.210646293,0.048819171,0.227737596,0.059993707,0.227856977,0.061556795,0.223849023,0.050890002
-1,0,0,0,0,-0.134299149,-0.224776978,0.144531057,0.199916705,-0.148145272,0.206679582,-0.144696862,0.205964155,0.144261995,-0.212085234,0.144691261,0.230265553,-0.146962887,-0.2150146,-0.147877045,0.205556315,0.153284486,-0.206111971,-0.151619869,0.201315434,-0.152284494,0.208024757,0.142649491,-0.192660249,-0.154937218,0.20995683,-0.1590144,-0.207975716,0.169828395,-0.227961286
1,0.273463373,0,0.21344837,0.014735288,0.216633926,0.027378876,0.200144608,0.090805998,0.031477039,0.170537296,0.222878959,0.060491968,0.216893236,0.073350004,0.275472788,0.061190294,0.20769649,0.094488287,0.051537328,0.205158928,0.199986065,0.106419714,0.188754649,0.110274508,0.180062395,0.11948473,0.159445163,0.114829732,0.162923995,0.128636133,0.156547213,0.129869484,0.41116844,0.182329954
-1,0,0,0.143938639,-0.2636101,0,0,0,0,0.162210044,0.226301546,0.158434244,-0.225518196,-0.113532379,0.232220404,0,0,-0.160915404,0.235427882,0.161916352,0.225071637,-0.16783717,0.225680046,0.166014516,0.123990823,-0.166742239,0.22777443,0.156192498,0.21095123,0.169646811,-0.229889932,0.174111077,0.227720733,0.185951742,0.249603714
1,0.183351043,0,0.213393474,-0.002391758,0.218005248,-0.035881924,0.234614508,-0.024822609,0.240481395,-0.035579672,0.234883656,-0.037021212,0.234177745,-0.135950326,0.234874564,-0.058370372,0.219772905,-0.111284438,0.207574967,-0.115231548,0.228153991,-0.147455054,0.236424449,-0.153154107,0.20239295,-0.136329228,0.191456288,-0.132073951,0.190601786,-0.13029848,0.207656435,-0.136982423,0.204978509,-0.166664661
-1,0,0,0.158637366,0.290529438,0,0,0,0,-0.17877461,-0.249411009,0,0,0,0,-0.174606474,-0.277873427,-0.177347765,-0.259469308,-0.178450927,0.248055504,-0.184976367,0.248726042,0,0,0,0,0.172142565,-0.23249315,-0.186970805,0.253365833,-0.191890953,0.250975121,-0.204940763,0.275092748
1,0.244079915,0,0.272911667,0.03687552,0.29021216,0.020866925,0.312322679,0.040232872,0.288660522,-0.022974225,0.279108418,0.011482956,0.259524594,-0.028148975,0.273691569,0.048918036,0.243086687,0.001300973,0.240323145,-0.023520098,0.218488094,-0.035208493,0.210208019,-0.025792941,0.183220412,-0.034636182,0.178946116,-0.009180008,0.166279915,-0.005675834,0.176311571,-6.74E-05,0.191197424,-0.000896551
-1,0,0,-0.161599364,0.29595406,0,0,0,0,-0.182112601,0.254067888,0.177873526,0.253188424,0,0,0,0,0.180659115,-0.26431399,-0.181782874,0.252687074,0.188430154,0.253370132,0,0,-0.18720088,-0.25572149,0.175356726,-0.236834147,0.190461831,0.258096555,-0.195473846,0.255661204,0,0
1,0.206827774,0,0.240716912,-0.027253373,0.24591919,0.01210915,0.264655141,-0.018783229,0.271273239,-0.006460264,0.264958752,-0.044224272,0.223198783,-0.020202259,0.247440699,-0.027820212,0.1861421,-0.029052574,0.17798777,-0.076661453,0.266397002,-0.119105508,0.224473998,-0.116687632,0.236835169,-0.132705034,0.18945282,-0.102921772,0.207375116,-0.148308607,0.15827164,-0.100097503,0.199669551,-0.164829293
-1,0.111636485,0,0.129928344,0.137583592,0.132736303,-0.222161237,0.142849141,-0.197590264,0.146421298,-0.204274441,0.143013017,-0.203567339,0.142583211,-0.209617187,0.143007481,-0.227585941,0.145252673,-0.212512464,0.146156193,-0.203164246,0.151500706,-0.127923889,0.149855461,-0.198972716,0.150512352,-0.205603962,0.140989472,-0.190418252,0.153134206,-0.207513551,0.157163942,-0.205555492,0.167852093,-0.225308489
1,0.156133232,0,0.18171597,-0.02899982,0.185643143,-0.053638145,0.173085309,-0.225993804,0.194168894,0.174425604,0.190961287,-0.11781722,0.17645426,-0.093039693,0.175881272,-0.074586893,0.16465378,-0.184809511,0.025030251,-0.284142682,0.191299857,0.031491187,0.130691391,-0.218580958,0.116596325,-0.238290941,0.094917409,-0.230584653,0.08706066,-0.260256868,0.072501239,-0.264856065,-0.031318744,-0.315113311
-1,0,0,-0.164993133,-0.302169429,0,0,-0.181400968,0.250915511,0.185937171,-0.09727635,0,0,0,0,0,0,0.18445316,-0.269864882,-0.18560052,-0.257993787,0.1923874,-0.25869119,0,0,0.19113231,-0.261091929,-0.179039415,0.241807931,-0.194461745,-0.263516874,0,0,-0.213151665,0.286114271
1,0.130205367,0,0.151539773,0.023257086,0.15481479,0.045052165,0.166609731,-0.030669102,0.167654271,0.153720264,0.166800865,0.11373722,0.166299568,0.144521553,0.166794408,0.18782081,0.16941305,0.205171398,0.170466856,0.22534398,0.176700341,0.237597793,0.171359216,0.232068534,0.160843724,0.239802778,0.137964133,0.222091176,0.133636242,0.242029995,0.117971793,0.239746246,0.102738931,0.262784826
-1,0,0,-0.131373711,-0.240598615,0.134212907,0.224632635,0.144438244,-0.199788326,-0.148050138,0.20654686,0.144603942,-0.205831892,-0.144169355,-0.21194904,0,0,0.146868513,0.214876525,-0.147782084,-0.205424315,0.153186052,-0.205979613,0.151522504,-0.201186157,0.152186702,0.207891171,0.142557887,-0.19253653,0.154837723,-0.209822003,-0.158912287,0.207842162,0.169719337,-0.227814897
1,0.156649075,0,0.182316335,-0.047533327,0.186256483,-0.050676155,0.200446886,-0.065588626,0.205459361,-0.021538076,0.200676837,-0.071440333,0.200073731,-0.076948987,0.200669069,-0.070177193,0.203819538,-0.11512268,0.205087363,-0.131599299,0.212586821,-0.101531799,0.210278201,-0.166573433,0.211199955,-0.137452379,0.195502904,-0.132761769,0.214878959,-0.220776032,0.220533511,-0.218522652,0.235531198,-0.266951293
-1,0.115958789,0,0.134958865,-0.247164487,0.137875542,0.2307628,0.148379925,-0.205240496,0.152090387,-0.212183469,0.148550146,-0.21144899,0.148103699,-0.004006289,0.148544396,-0.236397535,0.150876516,0.220740448,0.151815018,-0.180606053,0.157366459,0.211600742,0.155657513,-0.206676473,0,0,0.146448254,0.197790801,0.159063204,-0.170586835,0.163248961,0.213514119,0.174350933,0.234031905
1,0.198048393,0,0.20331857,-0.061796679,0.219957594,-0.043578348,0.233400849,-0.057662918,0.229384755,-0.061737186,0.224438569,-0.114874408,0.215687377,-0.117001704,0.208329951,-0.145042503,0.207902912,-0.126795041,0.195096057,-0.169478084,0.189630252,-0.170409644,0.175860211,-0.176793533,0.163672806,-0.175394229,0.142079287,-0.184542752,0.136319938,-0.220345817,0.131252749,-0.209233919,0.125629364,-0.232174326
-1,0.169808543,0,0.140818734,-0.009392459,0.083359754,-0.077949401,0.212981206,-0.028471245,0.222071074,-0.031805168,0.217534902,-0.033909022,0.127883959,0.318845482,0.182126222,-0.346177478,0.181768662,-0.057742048,0.179542352,-0.087322611,-0.05971762,0.287338163,0.118377555,0.016512821,0.149941001,-0.06377415,0.199710861,-0.119642536,0.148635018,-0.069129559,0.205916426,-0.273127394,-0.059197855,-0.34271328
1,0.170357714,0,0.198271162,-0.057731656,0.146476432,0.093860778,0.181896018,-0.176053552,0.223439474,-0.087927875,0.218238424,-0.154896696,0.173983349,-0.040070948,0.167681367,0.05083734,0.221656148,0.127567866,0.223034923,0.082436827,0.22276146,-0.005878504,0.211755412,-0.277332442,0.229682438,0.046444776,0.215150486,-0.03365486,0.233683398,-0.035241814,0.239832791,0.167416482,0.256142952,-0.198584501
-1,0.130570487,0,0.100541377,-0.278309111,0.155248919,0.259840685,0.167076936,-0.15558043,0.138533262,-0.096633671,0.167268605,-0.238093186,0.166765902,-0.219119895,0.16726213,0.19536148,0.029881621,0.176429623,0.170944876,0.185430491,0.177195841,0.203162999,0.175271556,-0.232719297,0.176039857,0.205262441,0.164901858,-0.019088814,0.171909894,-0.087981901,0.183819584,0.156916372,0.19632049,0.091526365
1,0.194670673,0,0.226567847,0.00179668,0.23146434,-0.004683699,0.249099014,-0.01019886,0.255328108,-0.024984702,0.243995573,-0.022207477,0.248635287,-0.023920186,0.242544741,-0.031419585,0.234448007,-0.050639384,0.240042823,-0.050757113,0.263099731,-0.050613684,0.247767305,-0.047066044,0.234822171,-0.074757151,0.218976687,-0.059466761,0.228698612,-0.067132307,0.22960011,-0.072051184,0.245477812,-0.081587717
-1,0,0,0.153948017,0.281941336,0.15727508,-0.263231878,0,0,0,0,-0.169451635,-0.241200551,0,0,0,0,-0.172105333,0.251799349,0.173175886,0.240722939,-0.179508432,0.241373656,-0.177559033,0.235756527,0.178337362,-0.243613682,0.167054,0.225620611,-0.181443915,0.245876294,0.186218622,0.243556251,0,0
1,0.220019029,0,0.233640446,0.020386012,0.246407098,0.009982911,0.266627309,0.020814565,0.27005403,0.005318277,0.259058083,0.02546825,0.260682158,0.049851736,0.259434185,0.027858713,0.254492563,0.05328364,0.241226497,0.057814728,0.241803513,0.047572444,0.22753519,0.055770982,0.224717829,0.045785249,0.204372966,0.049845521,0.200359225,0.062573721,0.219688005,0.043566554,0.215881093,0.050830376
-1,0.19091951,0,0.222202048,0.010014847,0.226259616,0.018468774,0.238301514,0.024137392,0.154614494,-0.34934794,0.222655225,0.038807017,0.215709513,0.192291378,0.200735593,0.055023327,0.191098983,0.055202373,0.24995474,0.142464635,0.170613972,0.057034683,0.154122381,0.056200808,0.140146506,0.057630792,0.11782746,0.052166071,0.113871722,0.054780424,0.103082534,0.051595347,0.287058834,0.38532014
1,0.181399725,0,0.211122428,0.025279236,0.215685121,0.074891603,0.232117617,0.084379685,0.221388861,0.106924117,0.201646482,0.129133004,0.174862316,0.170584286,0.184865856,0.193487064,0.155666708,0.209799307,0.136840108,0.207975131,0.117689202,0.222228182,0.098747482,0.222569095,0.084092838,0.240817907,0.063487032,0.223971945,0.04801423,0.238333868,0.029041579,0.242785236,0.019064895,0.261561479
-1,0.121697288,0,-0.141637629,-0.259396016,0.144698644,0.242182651,0.155722862,-0.030963364,0,0,-0.155901506,0.221913051,0.155432966,0.228508117,0.027931792,-0.248096235,-0.158343003,-0.23166432,0.013941196,-0.22147363,0.165154116,-0.222072313,-0.163360599,0.216904355,-0.16407669,-0.224133217,0.153695597,-0.207578954,-0.166934828,-0.2262149,0.171327728,0.224080378,0,0
1,0.219683879,0,0.232494498,0.041164123,0.226015601,0.073830964,0.28110571,0.064537678,0.159013161,0.273966471,0.197582291,0.147092652,0.045695649,0.176296333,0.162152648,0.206398473,0.145967615,0.20749885,0.090998033,0.051841651,0.112764954,0.218325916,0.092224867,0.218585864,0.073619932,0.228706997,0.051677122,0.212107196,0.038074963,0.229091565,0.021423486,0.222723075,0.040089455,0.300336675
-1,0.121979213,0,-0.091264101,-0.259996935,0.145033855,0.201130142,0.156083611,-0.215896307,0.159986716,-0.052213117,0.156262669,0.213888159,0.155793043,-0.086299033,0.156256621,-0.248670977,0.158709822,0.032134296,0.159697049,-0.221986698,0.165536714,-0.007552369,-0.138009089,0.217406838,0.088395525,0.192558598,0.15405165,0.208059833,0.167321551,-0.226738951,0.171724628,-0.224599485,0.183402999,-0.246182527
1,0.166785712,0,0.19222127,-0.020565753,0.197898492,-0.043178235,0.21056425,-0.057357608,0.217385069,-0.078869602,0.198146306,-0.091634691,0.197365477,-0.118894833,0.191887114,-0.148912984,0.18428799,-0.165300674,0.190917302,-0.173239088,0.178847299,-0.1821196,0.167298168,-0.192078858,0.153543368,-0.210349545,0.137435814,-0.20816996,0.139580877,-0.233614448,0.128559918,-0.246534849,0.123367401,-0.280213077
-1,0,0,0,0,0,0,0,0,0.218733747,0.305158572,0.213642233,0.304102256,0,0,0,0,-0.081370492,-0.31746507,-0.218337716,-0.303500089,0,0,0,0,-0.224845232,-0.307144697,-0.210619329,-0.284459286,-0.22876193,0.309997366,0.234781814,0,0,0
1,0.184365503,0,0.214574155,-0.014657871,0.219211445,-0.027087858,0.234971311,-0.03602208,0.241420215,-0.033502755,0.233682059,-0.046440946,0.227641577,-0.075103478,0.225045574,-0.094335544,0.218858731,-0.120730321,0.218639104,-0.10787698,0.225157928,-0.116710518,0.217473567,-0.123694749,0.214298142,-0.145972966,0.193658844,-0.135606647,0.205942582,-0.145968182,0.202241273,-0.162867969,0.208222157,-0.186611893
-1,0.207395515,0,0.228338457,-0.011869326,-0.246594237,0.107849347,-0.096580333,0.130823046,0.188394146,-0.240702947,0.265686063,-0.012680456,-0.076870376,-0.002141819,-0.145728478,0.065331606,0.248045914,-0.182674157,0.271525378,-0.190317086,-0.083690431,-0.11903886,-0.205635742,0.138103672,0.234521328,-0.178507982,0.136746728,-0.205637399,0.284488959,-0.236678345,-0.028128901,0.078196735,-0.019074732,0.175436319
1,0.203464544,0,0.232459651,0.003790378,0.237331066,-0.015459192,0.254012019,-0.020523281,0.256046142,-0.025953247,0.258054177,-0.016721616,0.246127742,-0.042414143,0.243357115,-0.053051609,0.249422707,-0.044862973,0.212256027,-0.071093696,0.243741819,-0.064554558,0.235586016,-0.067955173,0.242736003,-0.073779842,0.210228497,-0.073352338,0.219219341,-0.090255211,0.220304797,-0.086522615,0.227369694,-0.098150921
-1,0.19674104,0,0,0,0.233926017,0.202511269,0,0,0.02836157,-0.360000281,0,0,0,0,-0.252027287,-0.08989874,-0.142611285,-0.311962631,0.198179264,0.226093882,0,0,0.141153886,0.125072288,-0.239529119,0.162431274,0.248470876,-0.335581014,-0.269873983,0.298319543,0,0,0,0
1,0.191478989,0,0.18749531,-0.074941695,0.099364039,0.011122883,0.228895427,-0.000904882,0.22087179,0.048333774,0.198986601,-0.006246452,0.21657886,0.197712203,0.224962102,-0.224399813,0.186853125,-0.107600857,0.217285653,-0.070055902,0.259854133,0.349409446,0.119802711,-0.055594212,0.2325134,-0.009796675,0.225763221,-0.003782092,0.161748764,-0.114957434,0.227684982,-0.090631373,0.268676958,-0.005506903
-1,0,0,0.15339869,0.280935296,0.156713881,-0.262292597,0,0,0,0,0.168846987,0.240339885,0.168339541,0.247482581,-0.168840452,-0.268697223,0.171491216,-0.250900863,-0.172557949,0.239863977,0,0,0.176925455,-0.234915286,0.177701007,-0.242744405,0.166457908,0.224815537,-0.180796475,-0.244998943,0,0,0,0
1,0.121641603,0,0.14157282,0.259277324,0.144632435,0.242071836,0.141658529,0.215298756,-0.043028992,0.222581985,-0.129575904,0.22181151,-0.155361844,0.228403559,-0.155824139,0.179851943,-0.15827055,-0.13379208,-0.159255045,-0.093091476,-0.165078547,-0.2219707,-0.086276978,-0.216805106,0.147624412,-0.22403066,0.153625271,-0.207483972,0.166858444,-0.226111391,0.171249334,-0.077688956,0.182895382,0.085544876
-1,0.115678173,0,-0.091462432,-0.246566359,-0.137541888,0.230204363,0.148020852,0.129637646,0.00533304,-0.211669993,-0.14819066,-0.210937291,0.147745293,0.217206167,0.131414836,-0.235825462,-0.150511401,0.220206265,0.126973694,0.210519604,0.156985638,-0.211088676,-0.155280828,-0.206176324,-0.029408101,0.213047648,0.146093854,-0.197312154,-0.158678277,-0.215026372,-0.162853905,0.212997423,0.17392901,0.078470108
1,0.186052043,0,0.207137165,0.032292471,0.215657572,-0.02098214,0.231321381,-0.027937947,0.234499742,-0.022336358,0.225752095,0.004339173,0.22678217,-0.05867258,0.225493106,-0.073950567,0.2411807,-0.114283818,0.220059447,-0.121560985,0.2308459,-0.092739567,0.225122247,-0.098841672,0.25058875,-0.139622499,0.204998432,-0.109758256,0.234945295,-0.105892635,0.219890807,-0.133813747,0.229851422,-0.154603156
-1,0.136773796,0,0.01326484,-0.060303265,-0.162624684,0.272185529,-0.17501464,0.242081883,0.128937384,0.118060407,-0.143927199,-0.156434187,-0.17468883,-0.256816921,-0.175208634,0.278831719,-0.004899222,0.15401059,-0.07541021,-0.104823874,-0.138520231,-0.249583815,-0.183598581,-0.114089429,-0.184403384,0.059977398,0.172736227,-0.233294941,-0.187615605,-0.098934801,-0.19255272,-0.25184065,-0.205647535,0.169649555
1,0.178837075,0,0.208139883,-0.008611052,0.212638119,-0.01599384,0.228838471,-0.021150635,0.234560919,-0.028793785,0.229100993,0.183183824,0.228412461,-0.042773968,0.229092125,-0.052944794,0.23268883,0.110325178,0.234136232,-0.05740803,0.241445603,-0.061838276,0.229501967,-0.064007412,0.24111462,-0.303955001,0.197130046,-0.066477855,0.203414968,-0.07436419,0.197586731,-0.074963204,0.198958698,-0.082946465
-1,0,0,-0.138673728,0.253967909,0.141670689,-0.237114751,-0.152464214,0.210889923,0,0,0.15263912,0.217269311,-0.152180384,-0.041948694,0.152633212,0.242904587,-0.155029526,-0.226816525,0.155993861,-0.216839086,-0.16169811,-0.21742524,0.159942125,0.212365427,0.16064323,-0.219443018,0.150479372,0.203235168,0.16344156,0.22148114,0,0,-0.179150097,-0.240473841
1,0.193856372,0,0.225620121,0.024015304,0.21787647,0.028617325,0.247937974,0.045397521,0.254260079,-0.006778735,0.235542084,0.024861232,0.236980845,0.05330409,0.2355727,0.044357495,0.229267677,0.074244574,0.245528392,0.057381946,0.262278059,0.050437344,0.236241294,0.056699083,0.239584703,0.080085528,0.216484025,0.077940019,0.235517387,0.081117616,0.213757665,0.105570468,0.243596967,0.121936169
-1,0.169022958,0,0.033811839,-0.360270001,-0.200969088,0.336362699,0,0,0,0,-0.216528522,0.308210652,0,0,-0.132843767,-0.23330549,0.177081355,0.1163012,0.115022998,0.04421755,0,0,-0.226888309,-0.081588668,-0.193226445,0.299620664,0.213464778,0.288302307,-0.231852485,0.212728654,0,0,0,0
1,0.197114584,0,0.229412198,0.041052553,0.234370162,0.047844708,0.252226223,0.078756547,0.254919219,0.033316362,0.239713036,0.069051112,0.234113567,0.089894112,0.225338702,0.113894788,0.219356309,0.100265083,0.215887213,0.118841524,0.22307806,0.114015563,0.197995408,0.139113224,0.202488246,0.125819392,0.170406214,0.143719818,0.169705309,0.168658982,0.157595942,0.170704264,0.16078855,0.202503967
-1,0.22992311,0,0.004460833,-0.174590215,0,0,0,0,0,0,0,0,0,0,0.036204102,-0.257800996,0.068246912,0.362459423,0.30101885,-0.176962797,0,0,0.025718784,-0.409798155,-0.032936508,-0.070577356,0.290377628,-0.300672366,-0.315390554,0.080579847,0,0,0.345703067,-0.12664539
1,0.181607851,0,0.211364656,0.06503575,0.214533341,0.059032245,0.219872382,0.107189137,0.218565388,0.075135133,0.21266119,0.122883171,0.19541899,0.159925949,0.188465219,0.182246678,0.185426949,0.167016315,0.154762818,0.188310842,0.139379458,0.192445359,0.135508476,0.209488652,0.118289619,0.18474903,0.099351292,0.214139761,0.08889436,0.257055988,0.086726141,0.223521848,0.060348593,0.288401801
-1,0.137249965,0,0.101938812,0.292546323,0.03399755,-0.273133124,0.175623942,0.242924674,0.157907956,0.077655755,-0.117602588,0.250273108,-0.010379335,0.151461915,0.003083858,0.014113236,-0.092030652,-0.26127057,0.025612977,-0.008215183,0.060860616,-0.109848565,-0.184237767,0.244624311,0.149740565,-0.252777007,0.173337596,-0.014374178,0.188268775,0.255124725,0.039831006,-0.252717416,0.206363482,0.277002469
1,0.188652562,0,0.219563656,-0.166702833,0.224308778,0.285815891,0.210161349,0.062082838,0.247434813,-0.034261084,0.226797692,0.16508796,0.157705872,-0.056959935,0.241665863,0.003380577,0.239600845,-0.180013057,0.1976512,-0.084104016,0.22546262,-0.065734882,0.253238146,-0.041397936,0.238052124,0.037100345,0.221315687,-0.023326159,0.25877884,-0.096038966,0.116779317,0.068948412,0.145745219,-0.02056784
-1,0.17375472,0,0.17145223,0.039250295,0.206595175,0.135303362,0.222335131,-0.307536026,0.152548324,0.026783224,0.222590192,0.085666914,0.221921228,0.197704082,0.222581576,0.125773709,0.226076067,0.008837945,0.132904279,-0.136050022,0.235800713,0.201324438,0.207886811,0.08233048,0.213256095,-0.106668537,0.219440679,0.047247827,0.089810081,-0.006288439,0.24461516,0.071869832,0.261250553,0.131184979
1,0.187270381,0,0.217955003,0.111949569,0.222665359,0.00923118,0.239629661,0.025734398,0.245621959,0.014793094,0.236934544,0.113598245,0.239183562,0.019301144,0.239895276,0.01673705,0.233305971,-0.087689409,0.206858493,-0.029541267,0.254142675,0.014181779,0.251214346,0.091374804,0.252484708,-0.134704524,0.228028811,-0.006944341,0.222838186,0.081317167,0.24934805,-0.075932738,0.226257303,-0.027700347
-1,0,0,0.132684056,-0.242998388,0.13555157,-0.22687316,0.145878896,-0.20178105,0.149526817,-0.208606995,0.146046248,0.207884895,0.145607326,0.214063057,0.146040594,-0.232412919,0.148333406,0.217019741,0.149256089,0.207473253,0.154713957,0.20803409,0.153033816,-0.203192823,0.153704639,-0.209964714,0.143979784,-0.194456923,0.156382102,0.13906909,0,0,0.171412148,-0.230087163
