class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
-1,0.169714462,0.160301538,0.174094796,0.164626229,0.184055123,0.264914151,0.221140979,0.25229436,0.180930564,0.178322045,0.177642693,0.123046468,0.16837463,0.136579669,0.140631501,0.123060751,0.111257335,0.149277169,0.116861873,0.137191472,0.189199535,0.182657857,0.186456449,0.192154888,0.204032411,0.21692081,0.213765903,0.240413652,0.19141702,0.203745008
-1,0.193551755,0.159436972,0.19441582,0.241134679,0.143611063,0.12494607,0.176373124,0.21645855,0.122825718,0.121445916,0.219732547,0.108297526,0.237936524,0.263112523,0.120702121,0.086493732,0.109892052,0.16255891,0.087122641,0.061421899,0.229001135,0.166383049,0.2364266,0.32538911,0.160128547,0.149896556,0.222900694,0.257171181,0.132760651,0.126159202
1,0.212020578,0.165659544,0.209625656,0.173693034,0.228945104,0.158502456,0.127363779,0.174625651,0.234552951,0.208023701,0.125360353,0.134586366,0.133808955,0.088388794,0.252070692,0.106913757,0.123976002,0.225244415,0.203884048,0.113375632,0.20298695,0.166316288,0.202237336,0.154665089,0.244414056,0.135218636,0.158935177,0.222305677,0.228838365,0.192740302
1,0.21586245,0.191006529,0.216307169,0.168092831,0.265249996,0.260983229,0.092012546,0.119718065,0.257954978,0.258975731,0.090658455,0.134487426,0.094770243,0.058004547,0.128624975,0.146482907,0.09294647,0.117160976,0.182104225,0.12598349,0.205296555,0.186479229,0.205425512,0.14450925,0.234696994,0.223129649,0.132462803,0.13248143,0.257948536,0.228990939
1,0.169843855,0.16378211,0.165053344,0.095876448,0.273603048,0.144464602,0.064476201,0.086536775,0.257744993,0.284305934,0.146991172,0.190254092,0.141654312,0.067221103,0.326569766,0.119676206,0.117660253,0.277783482,0.238207739,0.166970537,0.156842352,0.154331408,0.150775687,0.07815509,0.256469504,0.099920308,0.067295016,0.122658491,0.214931538,0.235542059
-1,0.147416777,0.100958699,0.150772115,0.13259202,0.154169632,0.255481202,0.243618152,0.21868716,0.192515008,0.155696641,0.125079502,0.074322464,0.135030652,0.10340158,0.124113019,0.239445759,0.205464932,0.236733035,0.232050725,0.132927287,0.14897864,0.101115811,0.155734807,0.130914419,0.144790706,0.278675535,0.257317558,0.253477601,0.220165874,0.162071404
-1,0.219090043,0.175748701,0.217438628,0.284741373,0.145950005,0.131764189,0.138632547,0.208472297,0.145547586,0.125908541,0.212433363,0.127179126,0.184994485,0.23315847,0.093126746,0.060961282,0.058897513,0.117563704,0.073738473,0.064764554,0.259112109,0.20321423,0.252157363,0.376027726,0.157235081,0.131113916,0.138729595,0.22927793,0.143434835,0.13213187
-1,0.167434585,0.15839494,0.169316479,0.178182072,0.168544315,0.182444176,0.187176953,0.215094948,0.159420449,0.146660605,0.240654947,0.098827531,0.227775048,0.247195672,0.115699824,0.088505841,0.09142518,0.124302054,0.097076854,0.088669973,0.228278534,0.175019757,0.230574368,0.309346966,0.196748973,0.175242618,0.200506893,0.232215015,0.178356748,0.163082323
-1,0.147628769,0.104065482,0.152930384,0.153980144,0.152729325,0.244102349,0.234326737,0.281467501,0.208067361,0.147106888,0.267232846,0.091620982,0.2602156,0.229883574,0.131556291,0.153020937,0.106617298,0.225838064,0.130723808,0.201836209,0.164412373,0.101646658,0.170040344,0.174763846,0.144242419,0.165659283,0.140936008,0.242089358,0.171916755,0.154665172
-1,0.156823138,0.17060797,0.160373191,0.135848277,0.169500425,0.25018946,0.187076432,0.220356285,0.192482477,0.171588629,0.081196699,0.115260216,0.094235715,0.054245946,0.091095674,0.153668628,0.095647866,0.159073646,0.102843235,0.125653939,0.162593366,0.196988395,0.170545734,0.133979341,0.177797969,0.348004878,0.253015286,0.320223013,0.225144044,0.232540815
-1,0.197018836,0.157938887,0.197857561,0.226858569,0.149420757,0.140526458,0.192530368,0.190909259,0.14276226,0.139007701,0.267828915,0.213345374,0.247573685,0.237258244,0.216500957,0.134763065,0.17841708,0.22130488,0.159633537,0.140539212,0.193548196,0.159149902,0.191860653,0.206281483,0.153540102,0.109156775,0.154931394,0.173869331,0.121661577,0.133217168
-1,0.161729917,0.196791731,0.165681684,0.151643486,0.171003011,0.223367661,0.217137406,0.215767763,0.161780216,0.159277896,0.137645312,0.116590829,0.153532102,0.110166806,0.105230019,0.151117846,0.125378278,0.125226522,0.122896609,0.098729972,0.183821787,0.213994429,0.204439857,0.186295238,0.188023377,0.314563701,0.284386077,0.235822251,0.208963875,0.177017581
-1,0.218677227,0.13799742,0.219081268,0.232839753,0.183237052,0.179310068,0.150010099,0.230883406,0.171989357,0.176325498,0.221614469,0.111571339,0.240564722,0.182194631,0.133228977,0.176532873,0.140646777,0.184339917,0.157551026,0.146611526,0.213659981,0.133977157,0.217495649,0.212088713,0.169308927,0.170457288,0.131558669,0.199741593,0.168384325,0.167123887
-1,0.171633663,0.170427236,0.175986686,0.196333768,0.146557756,0.216471655,0.260760594,0.267325224,0.159813531,0.131537609,0.227003106,0.147200244,0.213224468,0.231761603,0.109501639,0.145363737,0.158775912,0.116698992,0.121589395,0.132247355,0.182972117,0.172788724,0.191545291,0.213671838,0.148892079,0.191012474,0.239952545,0.18765793,0.155755507,0.152810664
-1,0.130026933,0.151295459,0.130997167,0.094776922,0.182091941,0.207310041,0.163260266,0.132742186,0.200802183,0.197332839,0.157172624,0.123283167,0.15845899,0.107876797,0.115969243,0.175334151,0.153169915,0.12541545,0.164149573,0.195914854,0.15847177,0.170300562,0.169860645,0.135543281,0.194865353,0.308888733,0.324417271,0.187139922,0.256667244,0.261075439
-1,0.172165494,0.178705701,0.174651077,0.178183564,0.181033218,0.188433308,0.298410984,0.283845575,0.180697882,0.148738086,0.180296267,0.154126981,0.167964856,0.164267139,0.159102501,0.14579431,0.169166847,0.123043953,0.139822794,0.122724368,0.181201319,0.17900923,0.178341129,0.188810884,0.17916078,0.17534081,0.240052224,0.20593435,0.175287891,0.145486004
-1,0.193512189,0.195831803,0.196595135,0.228564738,0.141149137,0.214952257,0.203095694,0.177856587,0.147867328,0.144860221,0.165555314,0.066347947,0.147107782,0.164014587,0.095804858,0.155820422,0.116479125,0.105927252,0.101894618,0.123162386,0.208059739,0.171121367,0.209960196,0.252851546,0.1642556,0.322314979,0.259763417,0.197578721,0.181017238,0.191224157
-1,0.184805625,0.150921462,0.187646387,0.181150052,0.178152418,0.22241622,0.189343796,0.207168884,0.18190578,0.171978465,0.113507683,0.085624867,0.103852036,0.09615758,0.091215,0.153667261,0.10123738,0.113635326,0.12830813,0.137668796,0.198651311,0.172236749,0.196951172,0.200649048,0.179578131,0.323874448,0.256615995,0.235397619,0.240159265,0.239541235
-1,0.193431483,0.183792177,0.194730796,0.196796688,0.166024683,0.19222846,0.190113605,0.162201115,0.17409257,0.15057745,0.15817629,0.115825141,0.144321156,0.125105562,0.12696642,0.135039042,0.141615897,0.151045761,0.211923408,0.096939652,0.198364111,0.184921866,0.199829592,0.197226283,0.195764988,0.215826883,0.265430893,0.230911122,0.275845961,0.169149157
-1,0.179022449,0.201027338,0.180045911,0.155766058,0.184507633,0.171764928,0.202250229,0.164042155,0.18818031,0.17728727,0.106575317,0.139524912,0.138600451,0.07497715,0.140479254,0.175958738,0.200638733,0.159548886,0.167540299,0.159062291,0.171261928,0.210335969,0.18910612,0.139510409,0.19690886,0.25931166,0.276686469,0.200371754,0.221461729,0.216006576
1,0.225846297,0.235212747,0.219167822,0.177832258,0.232791716,0.08128088,0.054199999,0.118175464,0.202054659,0.234135508,0.09454711,0.442425746,0.084204418,0.058802309,0.143498522,0.039709771,0.077209444,0.22069397,0.304439607,0.096959088,0.197771862,0.218028363,0.189638479,0.131408316,0.182259174,0.03899285,0.035575264,0.095772671,0.169066311,0.181309148
-1,0.181549667,0.224852145,0.177114726,0.165776593,0.169980149,0.077381182,0.035448234,0.081897752,0.150618515,0.153585805,0.436124498,0.288819216,0.406185452,0.307582951,0.158584806,0.061963013,0.073032061,0.25397143,0.062775324,0.066873792,0.155754197,0.168311393,0.149894566,0.117540604,0.12323242,0.030266646,0.012334052,0.038700571,0.093046238,0.11303388
-1,0.177502759,0.201975462,0.178173492,0.144231084,0.200026017,0.205777773,0.170844136,0.167056823,0.179975695,0.194742805,0.08319415,0.084875331,0.084474214,0.058427697,0.134442566,0.13787664,0.133167576,0.181778911,0.119236127,0.132108212,0.175440951,0.188947721,0.183029783,0.135401297,0.229797567,0.270963249,0.281284615,0.327728712,0.181446368,0.23913386
-1,0.231511565,0.273859325,0.227224691,0.189958314,0.210207194,0.129360675,0.065386096,0.081604346,0.244195956,0.221733301,0.121859608,0.155167664,0.112436268,0.084727607,0.107482373,0.088772081,0.07941711,0.129656385,0.156318801,0.069734377,0.235414658,0.287354466,0.228719985,0.188488874,0.204265527,0.171399777,0.152525431,0.21113175,0.253172115,0.208724208
-1,0.150968581,0.21685678,0.151731921,0.100216654,0.252926643,0.209102519,0.175680901,0.182309313,0.207611719,0.218226768,0.096757618,0.214578204,0.104304077,0.056055324,0.211501258,0.113734551,0.11866856,0.156394018,0.123029996,0.131940636,0.151873423,0.268694112,0.155774141,0.098418507,0.285287483,0.181168573,0.23555117,0.216400262,0.200604793,0.224569838
-1,0.137330385,0.13162712,0.141422403,0.155726137,0.097774856,0.196381052,0.185196203,0.167320375,0.132189854,0.105242095,0.209569073,0.130760293,0.26403233,0.18098976,0.089704576,0.338793687,0.232242708,0.207806757,0.252549339,0.173333607,0.14883225,0.131728749,0.165491765,0.165121725,0.097338967,0.261090321,0.221481392,0.197885313,0.16509103,0.126750502
-1,0.176860087,0.198976772,0.178000449,0.142221121,0.207281266,0.238136366,0.160061652,0.191294017,0.20890513,0.208098225,0.146318995,0.119734142,0.13420911,0.099966555,0.128499367,0.133716558,0.096518165,0.139270322,0.150545003,0.139062415,0.198575578,0.205640637,0.195119733,0.167793835,0.220865319,0.241551587,0.207228748,0.21901604,0.244443153,0.231920208
-1,0.193178912,0.235685182,0.191782564,0.152705156,0.213034335,0.191231814,0.147860784,0.179691942,0.203511229,0.208751869,0.084319046,0.097886578,0.081247542,0.050921935,0.093477853,0.094936106,0.070642558,0.109957182,0.107356369,0.079420922,0.204238101,0.241779239,0.20046254,0.150888967,0.238966629,0.278902376,0.232226953,0.25981556,0.265915652,0.239218687
-1,0.18008086,0.125199922,0.182824347,0.203506123,0.158658731,0.202714965,0.232641647,0.227253107,0.146321993,0.134570893,0.180122633,0.069804538,0.172119496,0.165547117,0.115612672,0.180350837,0.177877268,0.179030634,0.154168664,0.107451052,0.189037803,0.11352593,0.188373809,0.210135251,0.175729127,0.239372891,0.301191907,0.253090538,0.180073027,0.150384913
1,0.155039549,0.234684985,0.14972375,0.074808915,0.243229676,0.139986385,0.036664236,0.026107907,0.265912392,0.283421721,0.087699577,0.197242848,0.085928717,0.037186192,0.322720184,0.145610188,0.099636142,0.122436539,0.320190024,0.153755026,0.145474441,0.229082563,0.140313261,0.063629115,0.265940731,0.125022695,0.055270293,0.05346061,0.288331972,0.237649295
-1,0.162887102,0.170025958,0.162769854,0.129510913,0.214134698,0.189582609,0.185072967,0.211751709,0.209142715,0.193115546,0.10532515,0.120469643,0.097420131,0.071858018,0.153686981,0.13511238,0.119171639,0.164378922,0.141761081,0.14183801,0.166270124,0.190634668,0.164702755,0.130440577,0.239434491,0.250950838,0.26293872,0.284647094,0.236786086,0.247258434
1,0.207556204,0.185650306,0.205750805,0.151586868,0.265512457,0.195005841,0.138585396,0.110446855,0.229262846,0.239817072,0.134676571,0.136930242,0.132169455,0.081999104,0.179826113,0.114946044,0.132659007,0.106643412,0.161746759,0.1313274,0.203334657,0.196624743,0.200548105,0.139367128,0.278935381,0.18086973,0.223106021,0.124317618,0.232272601,0.242446252
1,0.215817005,0.262833819,0.212823251,0.175797649,0.209343068,0.153352599,0.092770594,0.126279836,0.229975978,0.210764126,0.11094716,0.235915487,0.115253374,0.077426148,0.135584924,0.103395857,0.111168973,0.20720219,0.17263983,0.098508816,0.20793646,0.280732722,0.205170886,0.15526294,0.201504233,0.133319042,0.155042988,0.22606695,0.225474564,0.187641059
1,0.212473227,0.287510237,0.206637608,0.151431306,0.23331216,0.111723139,0.036540206,0.046989595,0.214638824,0.245100119,0.217688147,0.238268815,0.197677832,0.123238649,0.201308493,0.082447803,0.06999477,0.147139922,0.285858573,0.100613733,0.201194399,0.256263649,0.194212487,0.129601019,0.212486315,0.075808977,0.04237744,0.073982848,0.215789173,0.201064632
1,0.255645129,0.225620145,0.250187178,0.209915154,0.215349857,0.141404629,0.04248021,0.075324867,0.201507467,0.257061989,0.104070339,0.188624441,0.112764395,0.065335424,0.159624749,0.103162296,0.067076509,0.163112354,0.163304344,0.150510274,0.235883503,0.239686211,0.233272194,0.170935145,0.22123578,0.144410275,0.083574778,0.177373761,0.215844909,0.255037816
1,0.223281734,0.251290675,0.216709388,0.160288614,0.230971851,0.110630129,0.04500983,0.058842452,0.277584963,0.263250321,0.126080022,0.128993821,0.118024703,0.078271624,0.256492172,0.073284861,0.081316264,0.163646901,0.245452869,0.155117939,0.210166972,0.21996768,0.2026868,0.136919552,0.231888509,0.081114785,0.073087157,0.129774369,0.255661139,0.234901739
-1,0.197008995,0.148964218,0.199103512,0.218783464,0.185591095,0.199941828,0.233858413,0.267345878,0.179750273,0.157197586,0.267390182,0.187732041,0.218963082,0.255977122,0.080201206,0.149726087,0.101030008,0.109076634,0.190133128,0.174481273,0.191094948,0.143884547,0.189234301,0.198372606,0.150020976,0.120967064,0.120447767,0.157917006,0.160353728,0.146439338
-1,0.230534163,0.24767281,0.227283664,0.213158437,0.206715158,0.134614692,0.09788527,0.1187282,0.196051378,0.199936113,0.140610555,0.138757755,0.132934356,0.10940504,0.135778167,0.07353887,0.081174145,0.154011231,0.109933783,0.078291023,0.237072524,0.266808545,0.232777841,0.218392022,0.229860807,0.152954092,0.17583722,0.2574691,0.200480799,0.203814457
1,0.193959372,0.232574573,0.189005659,0.134883271,0.239748137,0.114742223,0.062389521,0.08946269,0.256879659,0.229141679,0.162257946,0.175997754,0.152613336,0.094674703,0.266740517,0.06867454,0.075334879,0.159678453,0.356289511,0.126462355,0.185467414,0.208631804,0.178431493,0.118364544,0.227942372,0.071506124,0.064895645,0.117212992,0.273244728,0.200872512
-1,0.196305933,0.139804334,0.196302304,0.230587112,0.160883681,0.161221218,0.16501275,0.214382281,0.15566765,0.140347284,0.220514438,0.132871381,0.205240284,0.25095306,0.125543457,0.110201307,0.09981992,0.171921948,0.124453109,0.083896952,0.22916904,0.158580325,0.22517346,0.304420962,0.179885609,0.174745239,0.168340502,0.235524143,0.177431928,0.14371645
-1,0.17865269,0.193175569,0.177624631,0.15626893,0.206459521,0.206428216,0.191666852,0.230114128,0.195623413,0.189101034,0.152238449,0.152222788,0.137922359,0.116652893,0.084537476,0.162152774,0.1036081,0.168986856,0.145114404,0.157057926,0.186194026,0.205614819,0.182027529,0.166224377,0.180089055,0.253759694,0.185008228,0.24551134,0.220472509,0.225294504
1,0.233936179,0.255018581,0.226670558,0.18511379,0.216022748,0.084576753,0.001514065,0.017423698,0.259113342,0.227199492,0.214815799,0.237186798,0.193154443,0.141558729,0.255456325,0.072036578,0.004114517,0.081710771,0.258160446,0.168729339,0.218844725,0.219956118,0.209552475,0.155375401,0.198388712,0.054052545,0.001404579,0.02195211,0.21462946,0.191163452
1,0.159519966,0.160777412,0.153958547,0.081395687,0.269885663,0.121513206,0.046562699,0.03367266,0.247549965,0.306503213,0.085595837,0.116928904,0.080393456,0.036906158,0.355999752,0.091323469,0.12162389,0.116262772,0.254397917,0.162455292,0.150971981,0.157198511,0.143629023,0.070668276,0.347705416,0.111698754,0.091815114,0.090158753,0.292587037,0.283295891
1,0.149031711,0.160643566,0.144787007,0.089526086,0.24845535,0.147091026,0.01938825,0.044093786,0.319413846,0.234988064,0.224200741,0.23014771,0.20152481,0.121547874,0.209468589,0.07531419,0.037255959,0.131331715,0.403092118,0.2746162,0.138542695,0.141017274,0.132615151,0.075016062,0.202522021,0.070415344,0.013492107,0.041656657,0.255877589,0.199282192
1,0.124550964,0.223901914,0.121197843,0.06293434,0.269214436,0.161674888,0.053042319,0.031285542,0.210424372,0.225518618,0.153912257,0.326343579,0.149952044,0.06382546,0.328760837,0.214206626,0.144144064,0.146717752,0.319786187,0.138994351,0.118871825,0.216010812,0.116457711,0.055103969,0.257355196,0.11979972,0.055373655,0.044356496,0.211343604,0.189431877
-1,0.133076588,0.152392359,0.137825485,0.118112012,0.146467019,0.233501686,0.243352755,0.188487884,0.144633477,0.156896148,0.194899441,0.1290598,0.208345484,0.135990966,0.167119804,0.308153246,0.213697181,0.188780741,0.104398539,0.179710612,0.14156883,0.151976049,0.144080558,0.124443715,0.166010277,0.284136326,0.274524535,0.183738578,0.130378817,0.17925431
1,0.125582204,0.139792093,0.124054929,0.069962815,0.158040291,0.149181136,0.100057603,0.06961505,0.254676173,0.219630136,0.166412763,0.337963544,0.14825343,0.077146565,0.227571948,0.252123775,0.195803889,0.233620114,0.377395473,0.250912006,0.117569612,0.14518279,0.116321813,0.058960298,0.145961918,0.111886355,0.081222413,0.076763326,0.220569741,0.197088273
-1,0.156516842,0.21679574,0.156232156,0.120647647,0.207067644,0.193972739,0.169942702,0.197887385,0.186855979,0.187415742,0.155789921,0.158479122,0.150018564,0.107825395,0.182712062,0.152855541,0.12172018,0.174180872,0.132714473,0.139925697,0.180979001,0.227833029,0.178768276,0.152279935,0.247658122,0.244142437,0.210941764,0.233471807,0.204990847,0.215792763
-1,0.183439733,0.218900015,0.185034854,0.16246766,0.217482416,0.228573916,0.19193191,0.26138976,0.19261558,0.190274505,0.131684872,0.173281839,0.126259922,0.104789422,0.158262556,0.134076399,0.095300642,0.160745789,0.155071248,0.125964029,0.184314857,0.228535959,0.18425124,0.159458933,0.221707567,0.206492984,0.159390906,0.220799377,0.202338488,0.187534773
1,0.14657833,0.239705431,0.142485769,0.081719036,0.241728142,0.149891616,0.041054481,0.054328402,0.211295206,0.246158097,0.107994031,0.339426828,0.106742581,0.052686587,0.309923761,0.127100616,0.088041174,0.158102721,0.232087732,0.206557112,0.138307007,0.269528873,0.134469936,0.071125371,0.25985103,0.125507863,0.061900456,0.111242877,0.218791574,0.241875746
1,0.205478079,0.254842881,0.199665462,0.140244493,0.221081043,0.106348817,0.082245344,0.094501282,0.218862971,0.23721106,0.146955553,0.186703935,0.13812481,0.079002729,0.320800058,0.078300898,0.124316271,0.178164886,0.260804653,0.122734073,0.192180921,0.238851676,0.183571105,0.117755687,0.254036978,0.080946395,0.111412229,0.139395856,0.214044851,0.204584516
1,0.05877461,0.083109628,0.058577276,0.031939957,0.103749228,0.114533304,0.248682966,0.06642906,0.109196454,0.120672681,0.063215962,0.084710915,0.050949734,0.027558097,0.118249137,0.26198283,0.655939418,0.236547662,0.179658505,0.195882258,0.057577536,0.081308783,0.055232949,0.029354426,0.104568925,0.138389396,0.346112442,0.125563523,0.135106342,0.129695336
1,0.234055065,0.22249001,0.228100962,0.180260157,0.269192186,0.119360445,0.081656067,0.122346105,0.231395288,0.238531097,0.128637283,0.174295374,0.111861418,0.080428918,0.277395457,0.0480647,0.096281381,0.173529892,0.271456227,0.109886065,0.21148353,0.199569091,0.203246364,0.141137725,0.257274372,0.062982786,0.080810076,0.118737404,0.214240653,0.199058904
-1,0.215440359,0.178580161,0.215199457,0.251768866,0.153214984,0.145747792,0.149941704,0.210959354,0.142995959,0.143119264,0.26614111,0.098869588,0.259109509,0.261762258,0.09616369,0.087877666,0.085606638,0.170465535,0.103673802,0.060801923,0.24260096,0.166732866,0.244455776,0.294781298,0.147092953,0.129416125,0.129800849,0.224301805,0.142445325,0.127087544
1,0.080952949,0.098236386,0.081961085,0.043530629,0.133222705,0.173637427,0.095671276,0.061015898,0.137660499,0.188444643,0.14216001,0.084597027,0.119810329,0.055514739,0.298194399,0.399022049,0.171322393,0.175949589,0.152192062,0.62878156,0.076053579,0.078707619,0.073812888,0.035974885,0.119162672,0.108062342,0.055467751,0.048048149,0.10077973,0.167414974
-1,0.162993589,0.171184805,0.165647082,0.172512764,0.151743155,0.215939796,0.195701444,0.17559464,0.145108879,0.141633114,0.166037818,0.107517151,0.145784297,0.157725512,0.104919217,0.248880321,0.133647607,0.116824766,0.095156798,0.187908411,0.189589781,0.176739991,0.186100742,0.221233549,0.162807976,0.341263613,0.264244364,0.198354647,0.154118283,0.215158764
-1,0.206174271,0.173796162,0.206796662,0.170930309,0.224937786,0.238124934,0.142032811,0.176647549,0.197313408,0.226013869,0.123506644,0.101037388,0.12140223,0.083580475,0.134063712,0.144276906,0.087165992,0.15045107,0.119859902,0.147208286,0.212384194,0.171865551,0.213470428,0.168564646,0.228500277,0.257734408,0.176322083,0.227747124,0.189879502,0.260932992
1,0.220901348,0.218400198,0.217513525,0.165518101,0.246083176,0.152593821,0.073854928,0.095099577,0.245266908,0.244512161,0.133335568,0.200469876,0.129649253,0.084611224,0.165702884,0.152649152,0.108684333,0.156348969,0.163554407,0.130153342,0.217225912,0.229686042,0.208539341,0.152297858,0.22874519,0.161077215,0.129782979,0.171290605,0.230621932,0.231528408
