class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
1,0,0,0,0,0.503454834,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306964559,0,0.77594479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197888214,0,0,0.05745999,0.061018713,0.063490107
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375229739,0,0.494324962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.592261728,0.370380641,0,0.284084296,0.121281726,0.177416339
1,0,0,0.23742622,0,0.372890756,0,0.109954885,0,0,0,0,0,0.726681014,0,0.170167933,0,0.197607782,0.163890286,0.322601897,0,0.158218838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149117079,0,0.131951257,0,0,0.01022647,0.004938412,0.026052313
1,0,0.04967639,0,0,0.221173967,0.110202493,0,0,0.109194003,0,0,0.063838873,0,0,0.497149703,0.075339442,0.068555493,0.583252828,0.094142902,0,0.136013487,0,0.087661724,0.143578881,0,0,0,0.05783323,0,0,0,0,0,0,0,0,0,0,0,0.460821572,0,0,0,0,0,0,0,0,0,0.093296841,0,0.006604548,0.198820903,0,0.011256761,0.046520778,0.028664175
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.941426657,0,0.333221202,0,0,0.046805145,0.017513494,0.013492085
1,0.03542207,0.012236771,0.039628126,0,0.234374188,0.039405699,0.084114493,0.011028635,0.429495967,0,0.108762476,0.105584903,0.014501854,0,0,0,0.009805503,0.052860637,0.196489886,0.044236626,0.247860639,0,0.031345675,0,0,0,0,0,0,0,0,0,0,0,0,0.011039507,0.051378239,0,0,0,0,0,0,0,0,0,0,0,0.038958898,0.075965242,0.033048172,0.066554848,0.04087874,0.031256815,0.018270628,0.074801243,0.771795134
1,0,0,0,0,0.693290712,0,0,0,0,0,0,0,0,0,0,0.596019338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286556726,0.232352194,0,0.164687285,0,0,0.026413706,0.010399632,0.008882528
1,0,0,0,0,0.464770916,0,0,0,0,0,0,0.169284318,0,0,0,0.399561755,0,0.612818397,0.141689174,0,0.35894733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129966061,0,0.23070143,0,0,0.010450492,0.007362404,0.030628072
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772192096,0,0,0,0,0.364936337,0,0.258340943,0.431184588,0,0.096233544,0.06172414,0.069353302
1,0.03543143,0.012240004,0.039638598,0,0.234436122,0.039416112,0.084136721,0.01103155,0.429609462,0,0.108791217,0.105612804,0.014505686,0,0,0,0.009808094,0.052874605,0.196541809,0.044248315,0.247926137,0,0.031353958,0,0,0,0,0,0,0,0,0,0,0,0,0.011042424,0.051391816,0,0,0,0,0,0,0,0,0,0,0,0.038969193,0.075985316,0.033056906,0.066572435,0.040889543,0.031265075,0.018247,0.074821009,0.771657339
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772192096,0,0,0,0,0.364936337,0,0.258340943,0.431184588,0,0.096233544,0.06172414,0.069353302
1,0,0,0,0,0,0,0.477167187,0,0,0,0,0,0,0,0,0,0,0,0.160480052,0,0,0,0,0.862455037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050219272,0,0,0.009518733,0.006971545,0.008231265
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952325746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285585628,0,0.101084015,0,0,0.030686651,0.013448,0.01326748
1,0,0,0,0,0.077126221,0,0.140244371,0,0,0,0.272010051,0.056183635,0,0,0,0.066305113,0.245231204,0,0.047025105,0.888474574,0.078966661,0,0,0.12636162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132830787,0,0.009321238,0,0,0.007352746,0.028780698,0.016957742
1,0.7227387,0,0,0,0,0,0,0,0,0,0,0.229182444,0,0,0,0,0.500169549,0,0.28855466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220990065,0,0,0,0,0,0,0.205667147,0,0,0.012191704,0.009882263,0.017576376
1,0,0,0.763322713,0,0,0,0,0,0,0,0,0,0,0,0,0.510676418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16830547,0,0.357433799,0,0,0.017673276,0.007925371,0.009339342
1,0,0,0,0,0.676960023,0.247148412,0,0,0,0,0,0.211345992,0,0,0,0.083139987,0,0,0.383271088,0,0.49508151,0,0,0.158444845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039310729,0,0,0.093926058,0,0.011481779,0.014479801,0.035316759
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96575053,0.223290286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131970056,0,0.005945208,0.00278653,0.002856035
1,0,0.061847081,0,0,0,0,0,0,0,0.117622687,0.769590169,0,0,0,0,0,0,0,0.099785077,0,0.055854522,0,0,0,0.045981155,0,0,0.146327344,0,0,0.396019801,0,0,0,0.149094156,0,0.363546226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198811137,0,0,0,0.01415715,0.017689993,0.046927914
1,0,0,0.832834034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395165329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19017754,0,0.337225627,0,0,0.016213628,0.00558253,0.007011982
1,0,0,0,0,0.684228645,0,0,0,0,0,0,0,0,0,0,0.588228714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305211997,0.247478669,0,0.17539276,0,0,0.022230908,0.010263698,0.007477244
1,0,0,0.191608793,0,0.453544288,0,0.271138675,0,0,0,0,0.219505982,0,0,0,0.128189677,0.479051563,0,0.230128732,0,0.386442465,0,0.303123435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104738721,0,0,0,0,0.061369025,0,0.130867006,0.218423899,0,0.038908082,0.089049224,0.082253496
1,0,0.131798251,0.298775103,0,0.232507547,0,0,0,0,0,0,0.34227512,0,0,0,0.199885837,0,0.619527233,0.215598829,0,0.240535552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094511176,0,0.402685138,0,0,0.034629856,0.108591128,0.09981559
1,0,0.083056949,0.762315874,0,0.146522183,0,0,0,0,0,0,0.106736058,0,0,0,0.125964553,0,0.391102388,0.22661079,0,0.228686886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102920661,0,0,0,0,0.059268754,0,0.231379184,0,0,0.031738487,0.158918181,0.112837642
1,0.106827321,0,0,0,0.094554712,0.364446688,0,0.679070731,0,0,0,0.033875239,0.557624848,0,0,0,0,0.061315101,0.13042479,0,0.048405521,0,0.094533563,0.154916012,0,0,0,0,0,0,0,0,0,0,0,0,0.077474293,0,0,0,0,0,0,0,0,0,0,0,0,0.019280615,0,0.027699197,0.092462827,0,0.007621382,0.017090048,0.038810693
1,0,0,0,0,0.711763662,0,0,0,0,0,0,0,0,0,0,0.611900462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243946437,0.197801987,0,0.14023438,0,0,0.022332721,0.010676734,0.007509934
1,0,0,0,0,0.706643688,0,0,0,0,0,0,0,0,0,0,0.60749884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256650844,0.208103253,0,0.147525213,0,0,0.022172074,0.010599932,0.007455912
1,0,0,0.237456187,0,0.372937821,0,0.109968763,0,0,0,0,0.044054851,0.726772732,0,0.170189411,0,0.197632723,0.163910972,0.322642615,0,0.158238807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1491359,0,0.12355677,0,0,0.009941073,0.004939035,0.025311156
1,0,0,0,0,0.12015512,0,0.109243516,0.214851242,0,0.064767445,0.211882547,0.087528616,0,0,0,0.051648445,0.573069398,0.079214582,0.128205911,0.689426664,0.030755586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041139514,0,0.16217092,0.023970932,0.058351604,0.011430347,0.032269425,0.08678172
1,0.072877477,0.053948507,0.285358606,0,0.095171484,0,0,0.684492175,0.32132594,0.171001559,0,0.138657899,0.149180799,0,0.178550948,0,0,0,0.262413673,0,0.163486914,0,0,0.10395101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02228357,0,0,0,0,0.128953073,0,0.240631918,0.041442574,0,0.025855045,0.101043032,0.181353066
1,0.122295267,0,0.068408372,0,0.464332467,0.272097619,0.032267405,0.03173045,0.044934598,0.038260895,0.062584033,0.116340503,0.208616186,0.038667522,0,0,0.33853656,0.023397718,0.409338861,0.101818441,0.165031794,0,0.505033417,0.029073263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057579424,0,0.012464643,0,0,0,0.008895914,0.037508535,0,0.00255313,0.142327674,0,0.0118201,0.013043055,0.144824249
1,0.156373009,0,0.176726027,0,0,0.351468173,0,0,0,0.148264659,0.485038332,0.250967468,0.160048422,0,0,0.593552756,0.218643638,0,0.147378773,0,0.141521613,0,0.138377499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115195164,0,0.020386862,0,0,0.004703024,0.004084291,0.014466899
1,0.172355534,0.027736618,0.096410612,0,0.008155107,0.050018855,0.01482904,0.081660733,0.177594014,0.130117544,0.14380784,0.115249532,0.214755863,0.437149972,0,0.035054569,0.111499211,0.004301129,0.160108081,0,0.121905763,0,0.348145178,0.096200048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002291336,0,0,0,0,0.025856538,0,0.045760052,0.35532432,0.04286942,0.022158576,0.115687292,0.549316767
1,0.28939235,0.071408826,0.091496013,0,0,0.23095547,0.029878315,0.161596146,0,0.330661761,0.376676891,0.145630423,0.508681461,0,0.200374014,0.061212454,0,0.093883154,0.2930396,0,0.092528843,0,0.105775845,0.116656234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029654128,0.056104555,0,0.065721848,0.181506754,0.039518212,0.024548739,0.040257811,0.272450384
1,0,0.327536534,0,0,0.577812798,0,0,0,0,0,0,0.420915517,0,0,0,0,0,0,0.176150906,0,0.591600968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019085863,0.013271984,0.011002452
1,0.255802226,0.031127827,0.213652296,0,0,0.284570199,0.202478988,0.297300611,0.13905174,0.059199862,0,0.040002211,0,0,0,0.142937171,0.087301137,0.072405085,0.101839335,0.479185463,0.171013169,0,0.567461283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040922651,0,0.065576247,0.145933595,0,0.011446809,0.016817586,0.030249372
1,0.066607073,0.032871172,0.478144791,0,0.091815278,0.395188386,0.333909162,0,0.073419735,0,0,0.225293731,0.284052561,0,0.163188361,0,0,0.076460204,0.246022909,0.041590909,0.173169386,0,0.186649308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034287822,0,0,0,0,0.058141005,0.035357371,0,0.101787554,0.098869693,0,0.019302005,0.076365729,0.401524669
1,0,0.158088561,0,0,0,0.712722872,0,0,0,0,0,0.203158798,0,0,0,0,0,0,0,0,0.142770861,0,0,0.456920862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195896664,0,0,0,0,0.106885763,0,0.037832583,0.380143048,0,0.019565426,0.013828495,0.016919831
1,0.258470382,0.031452507,0.144580723,0,0,0.28753842,0.204590953,0.303157595,0.140502125,0.059817349,0,0.040419456,0,0,0,0.145753111,0.088211735,0.073160309,0.103371445,0.48639451,0.173585956,0,0.573380211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041725401,0,0.066526348,0.147899906,0,0.011583978,0.016993003,0.030052629
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472546252,0,0,0.167570312,0,0.565388612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649371957,0,0,0.023474631,0.056113266,0.059768324
1,0,0,0,0,0,0,0.595935761,0,0,0,0,0.238739259,0,0,0,0,0.521026417,0,0.351610255,0,0.337163639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057819422,0.189066764,0,0.167302078,0.055393147,0.033022434,0.024113057,0.068328742,0.050971239
1,0,0,0.443397658,0,0,0,0,0,0,0,0,0.504712196,0,0,0,0,0,0,0.211219371,0,0.709378039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023001101,0.008051451,0.015473027
1,0,0.11719126,0.265662332,0,0.206739104,0,0,0,0,0,0,0.150601886,0,0,0,0.177732806,0,0.551244614,0.190478845,0,0.319860601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595297838,0,0,0.029422473,0.102993221,0.101795769
1,0,0.082914376,0.751838545,0,0.146270668,0,0,0,0,0,0,0.106552839,0,0,0,0.125748326,0,0.385727046,0.222958983,0,0.299522161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102743991,0,0,0,0,0.056059504,0,0.201130332,0,0,0.030817183,0.154868116,0.109576118
1,0,0.147645649,0,0,0,0,0.473621541,0,0,0.28079705,0,0.189738665,0,0,0,0,0,0.686864241,0.238213868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27671107,0,0,0,0,0.087413822,0.107080077,0.121782536
1,0.197031996,0,0.225219705,0,0.085768736,0,0,0,0,0,0,0,0,0.186893716,0,0.07373505,0.136355511,0,0.807155574,0,0.360806792,0,0,0.140521295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185976774,0,0,0,0.048231506,0.039108125,0,0.056335574,0,0,0.011128295,0.015075182,0.027266835
1,0,0,0.15074423,0,0.354478839,0,0.431262651,0.424086112,0,0,0.413729267,0.172769168,0,0,0,0.304744084,0,0.154677162,0.072302978,0,0.060054433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393500688,0,0,0,0,0,0,0,0,0,0,0.052928038,0,0,0,0,0.030228815,0.008480744,0.007497806,0.021189777
1,0,0.060133103,0,0,0.212163668,0,0.385793052,0,0,0.11436299,0.374131193,0,0,0,0,0.091198142,0,0.559491975,0.325301401,0,0.436050184,0,0,0,0.044706872,0.084959214,0,0,0,0,0,0,0.139375993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012928461,0.04315656,0,0.010152717,0.017199747,0.033183558
1,0.090821085,0.044820999,0.050802641,0,0.434882194,0.303104956,0,0.21207808,0,0,0.418295406,0.172797705,0,0,0,0,0,0,0.411793301,0,0.507663471,0,0.080369334,0,0,0,0,0,0,0,0,0,0.051942864,0,0,0,0.065866103,0,0,0.082371644,0,0,0,0,0,0,0,0,0,0.047407502,0,0.005403744,0.018038266,0,0.01302272,0.041166629,0.06569916
1,0.390093569,0,0.218206859,0,0,0,0,0,0,0.183065087,0,0,0,0,0,0.437952763,0.5399266,0,0.103535377,0,0.173861238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489744088,0,0,0.018892235,0.032148796,0.034489913
1,0,0.064733328,0.146744792,0,0.347349728,0,0.207653249,0,0,0.248788512,0.402752499,0,0,0,0,0.098174865,0,0,0.070353153,0.163810278,0.237498266,0,0,0.187097712,0,0,0,0,0,0,0,0,0,0,0,0,0.578695347,0,0,0.237932703,0,0,0,0,0,0,0,0,0,0.042357891,0,0.120968668,0.201560265,0,0.026610254,0.041094212,0.051133492
1,0,0,0,0,0,0,0.695514171,0,0,0.412351024,0,0.278631605,0,0,0,0,0,0,0.466423382,0,0.195809754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112310087,0,0,0.007284791,0.002868767,0.004900538
1,0.176959296,0,0.201271169,0,0,0,0,0,0,0.254669356,0.271674287,0.172083801,0.181118572,0.167853857,0,0.474600084,0.249010637,0,0.432879719,0,0.161681831,0,0,0.126205642,0,0,0,0,0,0,0,0,0,0.171571254,0,0,0,0,0,0,0,0,0,0,0.054108416,0,0,0,0,0.062624136,0,0.233408276,0.259713773,0.110275978,0.022999414,0.062281205,0.086193919
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767595189,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62907705,0,0,0,0,0,0,0,0,0,0,0,0,0.094440475,0,0,0.055514729,0,0.020205908,0.041772017,0.030093553
1,0,0,0,0,0.107646043,0,0.393035186,0.192483567,0.272582695,0.116049307,0.379647871,0.07841621,0,0,0,0,0.687261037,0,0.065893985,0.154413004,0.165759512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03960457,0,0,0.142842916,0.090111063,0.02744828
1,0,0.143307437,0.324865421,0,0.252811099,0,0,0,0,0,0,0.184163651,0,0,0,0.217340722,0,0.666682388,0.232668706,0,0.258843853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101213136,0,0.361129825,0,0,0.037401788,0.106934734,0.098821511
1,0,0.111113442,0.509493548,0,0.196017122,0,0,0,0,0,0,0.142791313,0,0,0,0.16851516,0,0.522786289,0.304219519,0,0.305603169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137687081,0,0,0,0,0.079316137,0,0.310354726,0,0,0.039544166,0.19810498,0.138687483
1,0,0.07807144,0.176981124,0,0.137727162,0.351975503,0.25043959,0,0,0,0.485738465,0.100329206,0,0,0,0.236807014,0,0.36319716,0.251923437,0,0.211520555,0,0.279982591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286958036,0,0,0,0,0.096742829,0,0,0,0,0,0,0.077023195,0.192402235,0,0.01488688,0.014304537,0.036487497
1,0,0,0.193108441,0,0.450832443,0,0.273260773,0,0,0,0,0.218943311,0,0,0,0.129192968,0.477823587,0,0.230020973,0,0.386261512,0,0.305495865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105558471,0,0,0,0,0.061849337,0,0.131350713,0.219231233,0,0.037039338,0.089746178,0.081856711
1,0,0.103886033,0.235500547,0,0,0,0,0,0,0.197573662,0,0,0,0,0,0.474338221,0,0,0.055870466,0,0.093820187,0,0.745119614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229906322,0,0,0.119150472,0.175546224,0.068686827
1,0,0,0.767660954,0,0,0,0,0,0,0,0,0.145060318,0,0,0,0,0,0.262563103,0.425977735,0,0.203883728,0,0,0,0,0,0,0,0,0,0,0,0.261630156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135822006,0,0.048074666,0.079752842,0,0.018096933,0.019846207,0.037391979
1,0.407213519,0.024115611,0.112373072,0,0.042542762,0.072481516,0,0.105654689,0.448863875,0.078987679,0.208389622,0.259978783,0.172271018,0.190555106,0,0.075179576,0.16532919,0.037396183,0.213276309,0.23393116,0.152452815,0,0.211405989,0.290420705,0,0,0,0,0,0,0,0,0,0,0,0,0.047251702,0,0,0.059092617,0,0,0.046014118,0,0,0,0,0,0,0.048996997,0.083899684,0.089161654,0.159372183,0.025985416,0.020031049,0.039087184,0.279125813
